state,city,sb_race,sb_age,sb_marital_status,sb_education,sd_race,sd_age,sd_marital_status,sd_education,time_together,num_monthly_dates,Gifts?,Happy?,Satisfied with give/receive?,Am I getting enough effort/support?,Allowance Type,PPM/Weekly allowance,Allowance Amount,sample,nmd,allowance_amount,per_meet_amount
California,Oakland,Black/African Descent,18-25,Single,Some College,Black/African Descent,66-75,Single,Doctorate,Less than a month,1-2,"Yes, No",4.0,3.0,5.0,Weekly Allowance,$500-$599,,sugar_baby,1.5,2200.0,1466.6666666666667
California,Los angeles,White / Caucasian,26-35,Single,Some College,White / Caucasian,56-65,Separated,Bachelor Degree,4-6 months,3-4,Yes,7.0,10.0,10.0,Monthly Allowance,,$10k or more,sugar_baby,3.5,10000.0,2857.1428571428573
California,Los angeles,Asian,26-35,Single,Bachelor Degree,Asian,36-45,Married,Some College,Less than a month,1-2,No,9.0,7.0,5.0,Pay Per Meet (PPM),$500-$599,,sugar_baby,1.5,825.0,550.0
California,San Jose,Latin / Hispanic,18-25,Single,High School Diploma,White / Caucasian,36-45,Single,Bachelor Degree,4-6 months,5-6,Yes,10.0,7.0,10.0,Monthly Allowance,,"$1k- $1,999",sugar_baby,5.5,1500.0,272.72727272727275
California,San jose,Asian,26-35,Single,Bachelor Degree,Latin / Hispanic,36-45,Single,Associate Degree,7-9 months,10+,Yes,7.0,2.0,4.0,Weekly Allowance,"$1k - $1,999",,sugar_baby,10.0,6000.0,600.0
California,Los angeles,White / Caucasian,26-35,Single,Some College,,46-55,Single,Masters,1-3 months,3-4,Yes,8.0,5.0,6.0,Pay Per Meet (PPM),$500-$599,,sugar_baby,3.5,1925.0,550.0
California,SAN FRANCISCO,Latin / Hispanic,18-25,Single,Some College,White / Caucasian,56-65,Married,Some College,7-9 months,5-6,Yes,5.0,6.0,6.0,Pay Per Meet (PPM),$600-$699,,sugar_baby,5.5,3575.0,650.0
California,Sacramento,White / Caucasian,18-25,Single,Some College,White / Caucasian,56-65,Single,Masters,4-6 months,1-2,No,7.0,8.0,9.0,Pay Per Meet (PPM),"$2k - $2,999",,sugar_baby,1.5,3750.0,2500.0
California,San Diego,White / Caucasian,26-35,Single,Some College,White / Caucasian,26-35,Divorced,Associate Degree,7-9 months,3-4,Yes,4.0,5.0,5.0,Monthly Allowance,,"$9k-$9,999",sugar_baby,3.5,9500.0,2714.285714285714
California,San Francisco,White / Caucasian,26-35,Single,Bachelor Degree,East Indian,56-65,Divorced,Masters,4-6 months,3-4,Yes,7.0,10.0,9.0,Monthly Allowance,,$10k or more,sugar_baby,3.5,10000.0,2857.1428571428573
